TransactionID,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,State,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
3737,2017-10-29,7362,M,S,N,2,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,4,9.36
3738,2017-10-29,9667,M,M,Y,3,$110K - $130K,Yakima,WA,USA,Drink,Beverages,Carbonated Beverages,2,17.47
3739,2017-10-29,8892,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Canned Foods,Vegetables,4,26.57
3740,2017-10-29,7704,M,M,N,3,$10K - $30K,Bremerton,WA,USA,Food,Canned Products,Fruit,4,22.46
3741,2017-10-29,274,M,S,N,4,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,20.05
3742,2017-10-29,6421,F,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Snacks,Candy,2,7.48
3743,2017-10-29,6729,M,M,N,0,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,2.67
3744,2017-10-29,9184,M,S,Y,0,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,13.38
3745,2017-10-29,10032,F,M,Y,4,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,8.86
3746,2017-10-29,4359,M,S,Y,4,$30K - $50K,San Francisco,CA,USA,Food,Frozen Foods,Vegetables,2,4.32
3747,2017-10-29,7124,F,S,Y,1,$150K +,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,3,6.27
3748,2017-10-29,9781,F,S,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Produce,Fruit,3,10.60
3749,2017-10-29,7905,M,M,Y,4,$10K - $30K,Salem,OR,USA,Drink,Dairy,Dairy,3,11.52
3750,2017-10-29,1928,F,M,Y,2,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,3.19
3751,2017-10-29,8793,M,S,Y,1,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,32.14
3752,2017-10-29,7942,M,S,Y,5,$90K - $110K,San Diego,CA,USA,Food,Canned Products,Fruit,4,15.91
3753,2017-10-29,9393,M,S,Y,4,$130K - $150K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,3,15.98
3754,2017-10-29,3361,M,M,Y,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,4,13.32
3755,2017-10-29,9176,M,S,Y,4,$30K - $50K,Yakima,WA,USA,Food,Canned Foods,Vegetables,4,13.22
3756,2017-10-29,8003,M,S,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Fruit,5,16.62
3757,2017-10-30,2298,F,S,Y,4,$150K +,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,5.13
3758,2017-10-30,2460,M,S,Y,5,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,6,23.00
3759,2017-10-30,4570,F,M,Y,5,$110K - $130K,Bellingham,WA,USA,Food,Frozen Foods,Pizza,2,17.90
3760,2017-10-30,3691,M,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,6.56
3761,2017-10-30,7624,F,S,Y,1,$150K +,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,4.52
3762,2017-10-30,7407,M,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Food,Dairy,Dairy,5,14.32
3763,2017-10-30,5978,M,M,N,5,$70K - $90K,Los Angeles,CA,USA,Food,Canned Foods,Canned Sardines,6,10.20
3764,2017-10-30,8159,M,S,Y,4,$90K - $110K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,4,5.25
3765,2017-10-30,4525,F,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,6,36.77
3766,2017-10-30,864,F,S,Y,3,$90K - $110K,San Diego,CA,USA,Food,Meat,Meat,3,6.26
3767,2017-10-30,8536,M,S,Y,0,$50K - $70K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,5,4.60
3768,2017-10-30,7457,M,S,N,1,$10K - $30K,Salem,OR,USA,Food,Frozen Foods,Pizza,5,4.32
3769,2017-10-31,4463,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Deli,Meat,3,10.30
3770,2017-10-31,937,F,M,Y,4,$10K - $30K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,5,7.85
3771,2017-10-31,2404,F,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,4,11.59
3772,2017-10-31,645,M,S,N,1,$50K - $70K,Portland,OR,USA,Food,Produce,Fruit,3,7.71
3773,2017-10-31,1159,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Dairy,Dairy,6,16.90
3774,2017-10-31,4099,M,M,N,3,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,3.84
3775,2017-10-31,1089,M,S,N,3,$10K - $30K,Seattle,WA,USA,Food,Seafood,Seafood,7,15.30
3776,2017-10-31,4821,M,M,Y,0,$110K - $130K,Beverly Hills,CA,USA,Food,Deli,Meat,4,2.84
3777,2017-10-31,1979,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,5,4.62
3778,2017-10-31,2242,M,S,Y,4,$90K - $110K,Los Angeles,CA,USA,Drink,Dairy,Dairy,2,2.53
3779,2017-10-31,4082,F,S,N,3,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,4,19.99
3780,2017-10-31,1133,F,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,4,42.90
3781,2017-10-31,9867,F,S,N,5,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,6.96
3782,2017-11-01,5924,M,M,Y,5,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,7.32
3783,2017-11-01,10075,F,S,N,4,$50K - $70K,Seattle,WA,USA,Food,Produce,Vegetables,4,31.35
3784,2017-11-01,5096,M,S,N,1,$70K - $90K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,24.01
3785,2017-11-01,6945,M,S,N,5,$50K - $70K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,4.10
3786,2017-11-01,2390,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Dairy,Dairy,6,20.05
3787,2017-11-01,3922,M,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,4,10.17
3788,2017-11-01,8159,M,S,Y,4,$90K - $110K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Sardines,4,5.28
3789,2017-11-01,4117,F,M,Y,4,$30K - $50K,Bellingham,WA,USA,Drink,Beverages,Carbonated Beverages,3,16.02
3790,2017-11-02,817,F,S,Y,2,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,4,16.34
3791,2017-11-02,3922,M,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,4,5.04
3792,2017-11-02,8452,M,M,N,4,$130K - $150K,Spokane,WA,USA,Non-Consumable,Household,Hardware,5,4.26
3793,2017-11-02,10065,F,S,Y,0,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,20.07
3794,2017-11-02,4534,F,S,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,7.07
3795,2017-11-02,4061,M,S,N,4,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Paper Products,4,8.06
3796,2017-11-02,9323,F,M,Y,1,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,3.90
3797,2017-11-02,6172,M,M,Y,3,$50K - $70K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,5,4.18
3798,2017-11-02,2759,M,M,N,4,$30K - $50K,Bellingham,WA,USA,Food,Canned Foods,Canned Soup,3,8.61
3799,2017-11-02,7501,F,S,N,1,$30K - $50K,San Diego,CA,USA,Non-Consumable,Periodicals,Magazines,4,2.41
3800,2017-11-02,6313,F,M,N,0,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,2,5.09
3801,2017-11-02,3921,F,S,N,1,$30K - $50K,Yakima,WA,USA,Food,Frozen Foods,Pizza,4,25.74
3802,2017-11-02,8410,M,S,Y,3,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,4,5.80
3803,2017-11-02,5310,M,S,N,4,$70K - $90K,Bellingham,WA,USA,Food,Baking Goods,Jams and Jellies,5,21.84
3804,2017-11-03,354,F,M,Y,2,$150K +,Yakima,WA,USA,Food,Baked Goods,Bread,6,39.24
3805,2017-11-03,436,M,M,Y,1,$70K - $90K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,5.90
3806,2017-11-03,3922,M,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Meat,4,8.37
3807,2017-11-03,5215,M,S,Y,4,$30K - $50K,San Francisco,CA,USA,Food,Produce,Vegetables,3,4.54
3808,2017-11-03,1146,F,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,39.72
3809,2017-11-03,8281,F,M,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,4,9.76
3810,2017-11-03,9169,F,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,5,21.28
3811,2017-11-03,6760,F,M,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,6.89
3812,2017-11-03,4436,F,M,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Deli,Meat,2,6.92
3813,2017-11-03,4261,M,S,Y,2,$10K - $30K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,14.48
3814,2017-11-03,4619,F,S,N,4,$50K - $70K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,2.73
3815,2017-11-03,4527,M,M,Y,0,$10K - $30K,Bremerton,WA,USA,Food,Baked Goods,Bread,5,16.86
3816,2017-11-03,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,3,21.66
3817,2017-11-03,1304,M,S,N,3,$50K - $70K,Salem,OR,USA,Food,Dairy,Dairy,5,14.21
3818,2017-11-03,1825,M,M,Y,5,$30K - $50K,Yakima,WA,USA,Food,Snacks,Candy,5,23.50
3819,2017-11-03,9928,F,S,Y,5,$10K - $30K,Spokane,WA,USA,Food,Canned Foods,Vegetables,6,6.93
3820,2017-11-04,354,F,M,Y,2,$150K +,Yakima,WA,USA,Food,Snack Foods,Snack Foods,3,10.26
3821,2017-11-04,9648,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Baking Goods,Baking Goods,3,15.29
3822,2017-11-04,4029,M,M,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Carousel,Specialty,5,9.94
3823,2017-11-04,8793,M,S,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,3,11.78
3824,2017-11-04,4018,F,S,Y,4,$90K - $110K,Bellingham,WA,USA,Food,Baking Goods,Baking Goods,4,7.38
3825,2017-11-04,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,16.72
3826,2017-11-04,9040,F,S,Y,5,$30K - $50K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,8.53
3827,2017-11-04,10176,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Baking Goods,Baking Goods,4,4.64
3828,2017-11-04,3640,M,S,Y,2,$130K - $150K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,5,3.04
3829,2017-11-04,3236,F,S,N,3,$70K - $90K,Seattle,WA,USA,Food,Produce,Fruit,7,20.02
3830,2017-11-04,4664,M,S,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,13.14
3831,2017-11-04,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,5,23.62
3832,2017-11-04,3233,F,S,N,5,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,6,8.17
3833,2017-11-04,968,F,M,N,1,$30K - $50K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,2,11.68
3834,2017-11-04,1607,F,M,Y,0,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,3,8.84
3835,2017-11-04,8089,F,S,Y,2,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,17.52
3836,2017-11-04,1802,F,M,Y,1,$50K - $70K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,5,2.39
3837,2017-11-04,8730,F,M,Y,1,$10K - $30K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,16.42
3838,2017-11-04,4364,M,S,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Dairy,Dairy,5,14.76
3839,2017-11-04,9631,M,M,Y,5,$30K - $50K,Spokane,WA,USA,Food,Canned Foods,Canned Shrimp,5,21.61
3840,2017-11-05,5999,F,M,N,2,$30K - $50K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,2,5.70
3841,2017-11-05,8048,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,7.68
3842,2017-11-05,2952,F,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Produce,Fruit,4,15.06
3843,2017-11-05,1003,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Deli,Meat,3,6.76
3844,2017-11-05,1758,F,S,Y,4,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Electrical,2,11.46
3845,2017-11-05,8657,M,S,Y,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Electrical,4,19.10
3846,2017-11-05,7112,M,S,Y,2,$10K - $30K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,2,6.47
3847,2017-11-05,571,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Food,Canned Foods,Vegetables,5,14.76
3848,2017-11-05,3490,F,M,Y,1,$10K - $30K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,5,16.19
3849,2017-11-06,5924,M,M,Y,5,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,6.23
3850,2017-11-06,7851,M,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,11.91
3851,2017-11-06,3993,M,S,Y,1,$90K - $110K,San Diego,CA,USA,Food,Produce,Vegetables,3,4.22
3852,2017-11-06,770,F,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,8.99
3853,2017-11-06,4861,M,S,N,2,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,9.89
3854,2017-11-06,2869,F,S,Y,2,$10K - $30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,19.89
3855,2017-11-06,5514,M,S,N,2,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,10.27
3856,2017-11-06,3709,M,S,N,1,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Fruit,4,21.24
3857,2017-11-06,3911,M,S,N,3,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Vegetables,3,9.11
3858,2017-11-06,2390,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Produce,Vegetables,6,4.82
3859,2017-11-06,5608,F,S,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Vegetables,3,8.58
3860,2017-11-06,8477,M,S,N,5,$50K - $70K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,5,7.49
3861,2017-11-06,5368,F,M,Y,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Periodicals,Magazines,4,14.43
3862,2017-11-06,3559,M,M,N,3,$30K - $50K,San Francisco,CA,USA,Food,Dairy,Dairy,4,4.37
3863,2017-11-06,4075,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,5,21.46
3864,2017-11-06,188,F,M,Y,4,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,23.50
3865,2017-11-06,7457,M,S,N,1,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,6,9.35
3866,2017-11-06,8778,F,S,N,4,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,22.62
3867,2017-11-06,4610,M,S,N,1,$30K - $50K,Yakima,WA,USA,Food,Baked Goods,Bread,4,13.01
3868,2017-11-06,6717,F,S,N,1,$10K - $30K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,4,18.24
3869,2017-11-07,4320,M,M,Y,5,$90K - $110K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,4,4.71
3870,2017-11-07,7124,F,S,Y,1,$150K +,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,4,18.41
3871,2017-11-07,1442,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Deli,Meat,5,6.60
3872,2017-11-07,5365,F,S,N,2,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,3,2.56
3873,2017-11-07,4099,M,M,N,3,$70K - $90K,Tacoma,WA,USA,Food,Canned Products,Fruit,5,10.92
3874,2017-11-07,1890,M,M,N,4,$50K - $70K,San Diego,CA,USA,Food,Produce,Specialty,5,23.94
3875,2017-11-07,8511,F,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,5,9.09
3876,2017-11-08,9101,M,S,Y,4,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,12.53
3877,2017-11-08,4175,F,M,Y,5,$130K - $150K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,18.94
3878,2017-11-08,727,F,M,N,3,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Specialty,6,16.52
3879,2017-11-08,8606,F,M,N,2,$110K - $130K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,3,13.37
3880,2017-11-08,1337,M,S,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Canned Foods,Canned Tuna,3,11.02
3881,2017-11-08,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,5,4.54
3882,2017-11-08,2086,M,M,N,1,$10K - $30K,Salem,OR,USA,Food,Dairy,Dairy,3,19.86
3883,2017-11-08,4185,F,M,Y,2,$90K - $110K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,3,21.94
3884,2017-11-08,7441,M,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,5,5.62
3885,2017-11-08,9656,M,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Canned Products,Fruit,3,5.60
3886,2017-11-08,463,M,S,Y,3,$10K - $30K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,13.41
3887,2017-11-08,5303,M,M,Y,3,$110K - $130K,Tacoma,WA,USA,Food,Baked Goods,Bread,4,7.96
3888,2017-11-08,5592,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Deli,Meat,2,11.28
3889,2017-11-08,1696,M,S,Y,3,$130K - $150K,Walla Walla,WA,USA,Food,Canned Foods,Canned Soup,2,4.21
3890,2017-11-08,9256,F,M,Y,3,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,6,3.21
3891,2017-11-09,1729,M,S,Y,1,$110K - $130K,Portland,OR,USA,Food,Dairy,Dairy,4,22.88
3892,2017-11-09,2869,F,S,Y,2,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,7.92
3893,2017-11-09,4497,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Deli,Side Dishes,4,5.30
3894,2017-11-09,6941,M,S,Y,4,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Vegetables,4,12.23
3895,2017-11-09,9027,M,S,N,1,$50K - $70K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,4,2.41
3896,2017-11-09,2770,F,S,N,5,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,6.29
3897,2017-11-09,6766,M,S,Y,2,$110K - $130K,San Diego,CA,USA,Food,Produce,Specialty,4,33.12
3898,2017-11-10,1798,M,S,N,0,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,4,3.72
3899,2017-11-10,4078,F,S,N,2,$70K - $90K,Bremerton,WA,USA,Food,Baked Goods,Bread,6,11.70
3900,2017-11-10,6271,M,S,Y,0,$130K - $150K,Beverly Hills,CA,USA,Drink,Dairy,Dairy,4,12.77
3901,2017-11-10,9812,F,M,Y,2,$50K - $70K,Salem,OR,USA,Food,Seafood,Seafood,5,13.12
3902,2017-11-10,2524,F,S,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Seafood,Seafood,4,28.56
3903,2017-11-10,6123,F,M,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,18.48
3904,2017-11-10,6888,M,S,N,4,$30K - $50K,Yakima,WA,USA,Food,Canned Products,Fruit,5,5.38
3905,2017-11-11,1642,F,M,Y,4,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,3,10.30
3906,2017-11-11,4534,F,S,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Fruit,3,6.64
3907,2017-11-11,4879,M,M,N,3,$90K - $110K,San Diego,CA,USA,Non-Consumable,Household,Electrical,4,13.05
3908,2017-11-11,4021,M,M,N,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Electrical,5,34.47
3909,2017-11-11,369,F,M,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Fruit,3,11.46
3910,2017-11-11,8998,F,M,Y,1,$10K - $30K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,5,22.09
3911,2017-11-11,133,M,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,4.16
3912,2017-11-11,4030,F,M,Y,0,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,19.97
3913,2017-11-11,1979,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Produce,Fruit,3,4.09
3914,2017-11-11,7641,F,M,N,2,$50K - $70K,Salem,OR,USA,Food,Baking Goods,Baking Goods,2,4.77
3915,2017-11-11,1743,M,M,Y,3,$50K - $70K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,5,28.24
3916,2017-11-11,1813,F,S,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Produce,Fruit,6,16.01
3917,2017-11-11,3442,M,M,N,2,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,4,34.85
3918,2017-11-12,9929,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Baked Goods,Bread,4,17.14
3919,2017-11-12,4282,F,M,Y,3,$10K - $30K,Seattle,WA,USA,Drink,Beverages,Carbonated Beverages,3,14.56
3920,2017-11-12,2211,F,S,N,5,$70K - $90K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,6,13.52
3921,2017-11-12,5568,M,M,N,2,$30K - $50K,Yakima,WA,USA,Food,Frozen Foods,Frozen Desserts,3,3.65
3922,2017-11-12,7283,F,M,N,3,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,4,19.55
3923,2017-11-12,9176,M,S,Y,4,$30K - $50K,Yakima,WA,USA,Food,Produce,Vegetables,3,5.62
3924,2017-11-12,158,F,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,14.42
3925,2017-11-12,1696,M,S,Y,3,$130K - $150K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,2,6.90
3926,2017-11-12,3153,F,M,Y,0,$70K - $90K,Salem,OR,USA,Food,Deli,Meat,5,19.57
3927,2017-11-12,10262,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,12.50
3928,2017-11-13,3663,M,S,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,2,23.08
3929,2017-11-13,8281,F,M,N,3,$10K - $30K,Tacoma,WA,USA,Food,Deli,Meat,6,27.96
3930,2017-11-13,9883,M,S,N,2,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,3.48
3931,2017-11-13,1610,F,S,Y,0,$30K - $50K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,6,15.92
3932,2017-11-13,2554,F,S,N,0,$50K - $70K,Seattle,WA,USA,Food,Produce,Vegetables,3,22.76
3933,2017-11-13,8290,M,S,N,1,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Canned Anchovies,3,9.41
3934,2017-11-13,4085,F,M,Y,3,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,5,6.00
3935,2017-11-13,8730,F,M,Y,1,$10K - $30K,Beverly Hills,CA,USA,Food,Deli,Meat,3,9.08
3936,2017-11-13,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Canned Foods,Canned Clams,5,12.03
3937,2017-11-13,1410,M,S,N,0,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,2,15.78
3938,2017-11-13,3718,F,M,N,2,$90K - $110K,Portland,OR,USA,Food,Produce,Vegetables,5,15.66
3939,2017-11-13,1332,F,M,N,3,$10K - $30K,Portland,OR,USA,Food,Snacks,Candy,5,21.69
3940,2017-11-14,5405,F,M,Y,1,$70K - $90K,Portland,OR,USA,Food,Produce,Packaged Vegetables,3,10.08
3941,2017-11-14,93,M,M,Y,5,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Hardware,6,25.34
3942,2017-11-14,1610,F,S,Y,0,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,6,8.64
3943,2017-11-14,446,F,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,5,17.46
3944,2017-11-14,3878,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,12.42
3945,2017-11-14,5303,M,M,Y,3,$110K - $130K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,12.42
3946,2017-11-14,7003,F,S,N,4,$30K - $50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,6,26.40
3947,2017-11-14,1130,M,S,Y,5,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,6,5.71
3948,2017-11-14,1193,F,S,Y,0,$90K - $110K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,3,2.60
3949,2017-11-14,4518,F,S,Y,4,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,2,4.03
3950,2017-11-14,5958,F,S,Y,3,$90K - $110K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,15.11
3951,2017-11-14,9781,F,S,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,5,5.05
3952,2017-11-14,1633,M,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,6,25.68
3953,2017-11-14,9269,F,M,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,2.07
3954,2017-11-14,2894,M,M,Y,5,$10K - $30K,Walla Walla,WA,USA,Food,Produce,Vegetables,2,11.05
